created_month,whale_group,source_label,observation_count,total_sighted
2022-10,Gray Whale,Whale Alert Mobile,2,3
2022-10,Humpback Whale,Cascadia,111,151
2022-10,Humpback Whale,Whale Alert,48,75
2022-10,Humpback Whale,Whale Alert Mobile,24,78
2022-10,Large Baleen Whale,Cascadia,3,3
2022-10,Large Baleen Whale,Whale Alert,4,4
2022-10,Large Baleen Whale,Whale Alert Mobile,3,5
2022-10,Orca,Cascadia,150,809
2022-10,Orca,Whale Alert,15,85
2022-10,Orca,Whale Alert Mobile,8,21
2022-10,Other Marine Mammals,Cascadia,7,49
2022-10,Other Marine Mammals,Whale Alert,27,46
2022-10,Other Marine Mammals,Whale Alert Mobile,2,4
2022-10,Other Marine Mammals,tmmcWebMap,2,2
2022-10,Southern Resident Orca,Cascadia,144,3499
2022-11,Dolphins & Porpoises,Whale Alert Mobile,1,2
2022-11,Gray Whale,Cascadia,3,3
2022-11,Gray Whale,Whale Alert,5,8
2022-11,Humpback Whale,Cascadia,60,80
2022-11,Humpback Whale,Whale Alert,35,74
2022-11,Large Baleen Whale,Cascadia,2,6
2022-11,Large Baleen Whale,Whale Alert,2,7
2022-11,Orca,Cascadia,68,371
2022-11,Orca,Whale Alert,11,99
2022-11,Orca,Whale Alert Mobile,5,30
2022-11,Other Marine Mammals,Cascadia,11,141
2022-11,Other Marine Mammals,Whale Alert,8,10
2022-11,Other Marine Mammals,Whale Alert Mobile,1,3
2022-11,Southern Resident Orca,Cascadia,241,7601
2022-11,Southern Resident Orca,Whale Alert,3,48
2022-12,Gray Whale,Cascadia,36,45
2022-12,Gray Whale,Whale Alert,1,1
2022-12,Gray Whale,Whale Alert Mobile,2,4
2022-12,Humpback Whale,Cascadia,36,64
2022-12,Humpback Whale,Whale Alert,23,75
2022-12,Orca,Cascadia,123,724
2022-12,Orca,Whale Alert,4,12
2022-12,Other Marine Mammals,Cascadia,11,141
2022-12,Other Marine Mammals,Whale Alert,1,2
2022-12,Southern Resident Orca,Cascadia,166,3684
2023-01,Gray Whale,Cascadia,130,161
2023-01,Gray Whale,Whale Alert,5,7
2023-01,Gray Whale,Whale Alert Mobile,3,4
2023-01,Humpback Whale,Cascadia,10,11
2023-01,Humpback Whale,Whale Alert,2,2
2023-01,Humpback Whale,Whale Alert Mobile,5,5
2023-01,Large Baleen Whale,Cascadia,1,1
2023-01,Orca,Cascadia,102,709
2023-01,Orca,Whale Alert,6,28
2023-01,Orca,Whale Alert Mobile,3,45
2023-01,Other Marine Mammals,Cascadia,14,150
2023-01,Other Marine Mammals,Whale Alert,4,11
2023-01,Other Marine Mammals,Whale Alert Mobile,2,2
2023-01,Southern Resident Orca,Cascadia,113,3511
2023-02,Gray Whale,Cascadia,96,109
2023-02,Gray Whale,Whale Alert,1,1
2023-02,Humpback Whale,Cascadia,14,14
2023-02,Humpback Whale,Whale Alert,1,1
2023-02,Large Baleen Whale,Cascadia,8,8
2023-02,Orca,Cascadia,116,439
2023-02,Orca,Whale Alert,2,10
2023-02,Orca,Whale Alert Mobile,2,8
2023-02,Other Marine Mammals,Cascadia,21,27
2023-02,Other Marine Mammals,Whale Alert,5,5
2023-02,Southern Resident Orca,Cascadia,15,400
2023-03,Dolphins & Porpoises,Whale Alert,1,6
2023-03,Dolphins & Porpoises,oceanalertDefault,1,2
2023-03,Gray Whale,Cascadia,141,241
2023-03,Gray Whale,Whale Alert,22,46
2023-03,Gray Whale,Whale Alert Mobile,1,1
2023-03,Humpback Whale,Cascadia,6,6
2023-03,Humpback Whale,Whale Alert,9,12
2023-03,Large Baleen Whale,Cascadia,1,1
2023-03,Large Baleen Whale,Whale Alert,1,1
2023-03,Orca,Cascadia,311,1980
2023-03,Orca,Whale Alert,31,124
2023-03,Orca,Whale Alert Mobile,2,8
2023-03,Other Marine Mammals,Cascadia,27,284
2023-03,Other Marine Mammals,Whale Alert,14,24
2023-03,Southern Resident Orca,Cascadia,211,5067
2023-04,Dolphins & Porpoises,Whale Alert,1,2
2023-04,Dolphins & Porpoises,Whale Alert Mobile,2,2
2023-04,Gray Whale,Cascadia,230,381
2023-04,Gray Whale,Whale Alert,48,69
2023-04,Gray Whale,Whale Alert Mobile,19,21
2023-04,Humpback Whale,Cascadia,78,101
2023-04,Humpback Whale,Whale Alert,6,7
2023-04,Humpback Whale,Whale Alert Alaska Web,3,9
2023-04,Humpback Whale,Whale Alert Mobile,2,3
2023-04,Orca,Cascadia,364,2274
2023-04,Orca,Whale Alert,21,76
2023-04,Orca,Whale Alert Mobile,8,33
2023-04,Other Marine Mammals,Cascadia,36,210
2023-04,Other Marine Mammals,Whale Alert,16,19
2023-04,Other Marine Mammals,Whale Alert Mobile,4,6
2023-04,Southern Resident Orca,Cascadia,83,2034
2023-05,Dolphins & Porpoises,Whale Alert,5,37
2023-05,Gray Whale,Cascadia,79,100
2023-05,Gray Whale,Whale Alert,44,64
2023-05,Gray Whale,Whale Alert Mobile,7,13
2023-05,Humpback Whale,Cascadia,22,78
2023-05,Humpback Whale,Whale Alert,45,97
2023-05,Humpback Whale,Whale Alert Mobile,6,7
2023-05,Large Baleen Whale,Cascadia,4,4
2023-05,Large Baleen Whale,Whale Alert,2,5
2023-05,Large Baleen Whale,Whale Alert Alaska Web,4,9
2023-05,Orca,Cascadia,445,2550
2023-05,Orca,Whale Alert,18,76
2023-05,Orca,Whale Alert Mobile,10,49
2023-05,Other Marine Mammals,Cascadia,23,35
2023-05,Other Marine Mammals,Whale Alert,54,148
2023-05,Other Marine Mammals,Whale Alert Alaska Web,4,14
2023-05,Other Marine Mammals,Whale Alert Mobile,4,4
2023-05,Other Whales,Whale Alert,1,8
2023-05,Southern Resident Orca,Cascadia,8,121
2023-06,Gray Whale,Cascadia,7,7
2023-06,Gray Whale,Whale Alert,28,53
2023-06,Gray Whale,Whale Alert Mobile,1,1
2023-06,Humpback Whale,Cascadia,21,29
2023-06,Humpback Whale,Whale Alert,66,102
2023-06,Humpback Whale,Whale Alert Mobile,3,5
2023-06,Large Baleen Whale,Cascadia,1,1
2023-06,Large Baleen Whale,Whale Alert,6,14
2023-06,Orca,Cascadia,669,4320
2023-06,Orca,Whale Alert,41,153
2023-06,Orca,Whale Alert Mobile,16,60
2023-06,Other Marine Mammals,Cascadia,9,61
2023-06,Other Marine Mammals,Whale Alert,35,78
2023-06,Other Marine Mammals,Whale Alert Alaska Web,1,1
2023-06,Other Marine Mammals,Whale Alert Mobile,6,7
2023-06,Southern Resident Orca,Cascadia,16,310
2023-06,Southern Resident Orca,Whale Alert,1,11
2023-07,Dolphins & Porpoises,Whale Alert,5,14
2023-07,Dolphins & Porpoises,Whale Alert Mobile,3,8
2023-07,Gray Whale,Whale Alert,14,26
2023-07,Gray Whale,Whale Alert Mobile,1,1
2023-07,Humpback Whale,Cascadia,78,95
2023-07,Humpback Whale,Whale Alert,63,124
2023-07,Humpback Whale,Whale Alert Alaska Web,1,6
2023-07,Humpback Whale,Whale Alert Mobile,8,24
2023-07,Large Baleen Whale,Cascadia,4,4
2023-07,Large Baleen Whale,Whale Alert,5,8
2023-07,Large Baleen Whale,Whale Alert Alaska Web,2,3
2023-07,Orca,Cascadia,124,814
2023-07,Orca,Whale Alert,45,203
2023-07,Orca,Whale Alert Mobile,12,55
2023-07,Other Marine Mammals,Cascadia,4,11
2023-07,Other Marine Mammals,Whale Alert,41,120
2023-07,Other Marine Mammals,Whale Alert Alaska Web,1,2
2023-07,Other Marine Mammals,Whale Alert Mobile,3,9
2023-07,Southern Resident Orca,Cascadia,5,125
2023-08,Dolphins & Porpoises,Whale Alert,6,14
2023-08,Dolphins & Porpoises,Whale Alert Mobile,1,10
2023-08,Gray Whale,Cascadia,5,5
2023-08,Gray Whale,Whale Alert,9,17
2023-08,Gray Whale,Whale Alert Mobile,2,3
2023-08,Humpback Whale,Cascadia,52,67
2023-08,Humpback Whale,Whale Alert,106,235
2023-08,Humpback Whale,Whale Alert Mobile,9,56
2023-08,Large Baleen Whale,Cascadia,5,5
2023-08,Large Baleen Whale,Whale Alert,3,5
2023-08,Orca,Cascadia,322,2044
2023-08,Orca,Whale Alert,38,142
2023-08,Orca,Whale Alert Mobile,8,24
2023-08,Other Marine Mammals,Cascadia,12,27
2023-08,Other Marine Mammals,Whale Alert,13,25
2023-08,Southern Resident Orca,Cascadia,64,1389
2023-08,Southern Resident Orca,Whale Alert,1,15
2023-09,Gray Whale,Cascadia,3,3
2023-09,Gray Whale,Whale Alert,13,26
2023-09,Humpback Whale,Cascadia,67,76
2023-09,Humpback Whale,Whale Alert,117,210
2023-09,Humpback Whale,Whale Alert Mobile,6,13
2023-09,Large Baleen Whale,Cascadia,8,13
2023-09,Large Baleen Whale,Whale Alert,1,1
2023-09,Large Baleen Whale,Whale Alert Mobile,1,1
2023-09,Orca,Cascadia,365,1858
2023-09,Orca,Whale Alert,24,71
2023-09,Orca,Whale Alert Mobile,5,30
2023-09,Other Marine Mammals,Cascadia,14,18
2023-09,Other Marine Mammals,Whale Alert,9,27
2023-09,Southern Resident Orca,Cascadia,111,2302
2023-09,Southern Resident Orca,Whale Alert,3,3
2023-09,Southern Resident Orca,Whale Alert Mobile,1,25
2023-10,Dolphins & Porpoises,Whale Alert,2,9
2023-10,Gray Whale,Cascadia,8,9
2023-10,Gray Whale,Whale Alert,16,19
2023-10,Humpback Whale,Cascadia,94,106
2023-10,Humpback Whale,Whale Alert,155,346
2023-10,Humpback Whale,Whale Alert Mobile,8,14
2023-10,Large Baleen Whale,Cascadia,18,19
2023-10,Large Baleen Whale,Whale Alert,2,2
2023-10,Orca,Cascadia,459,2807
2023-10,Orca,Whale Alert,10,72
2023-10,Orca,Whale Alert Mobile,3,11
2023-10,Other Marine Mammals,Cascadia,19,95
2023-10,Other Marine Mammals,Whale Alert,40,96
2023-10,Other Marine Mammals,Whale Alert Alaska Web,4,74
2023-10,Other Marine Mammals,Whale Alert Mobile,4,6
2023-10,Southern Resident Orca,Cascadia,104,3194
2023-11,Dolphins & Porpoises,Whale Alert,8,83
2023-11,Gray Whale,Cascadia,1,1
2023-11,Gray Whale,Whale Alert,2,3
2023-11,Humpback Whale,Cascadia,55,66
2023-11,Humpback Whale,Whale Alert,141,369
2023-11,Humpback Whale,Whale Alert Mobile,1,2
2023-11,Large Baleen Whale,Cascadia,1,1
2023-11,Large Baleen Whale,Whale Alert,2,4
2023-11,Orca,Cascadia,258,1612
2023-11,Orca,Whale Alert,14,109
2023-11,Orca,Whale Alert Mobile,5,86
2023-11,Other Marine Mammals,Cascadia,11,33
2023-11,Other Marine Mammals,Whale Alert,12,74
2023-11,Right Whale,Whale Alert,1,8
2023-11,Southern Resident Orca,Cascadia,144,3934
2023-11,Southern Resident Orca,Whale Alert,1,20
2023-12,Dolphins & Porpoises,Whale Alert,1,6
2023-12,Dolphins & Porpoises,Whale Alert Mobile,1,2
2023-12,Gray Whale,Cascadia,5,5
2023-12,Gray Whale,Whale Alert,2,7
2023-12,Humpback Whale,Cascadia,130,135
2023-12,Humpback Whale,Whale Alert,59,130
2023-12,Large Baleen Whale,Whale Alert,1,1
2023-12,Orca,Cascadia,191,1122
2023-12,Orca,Whale Alert,17,69
2023-12,Orca,Whale Alert Mobile,3,36
2023-12,Other Marine Mammals,Cascadia,6,9
2023-12,Other Marine Mammals,Whale Alert,16,45
2023-12,Other Marine Mammals,Whale Alert Mobile,5,26
2023-12,Southern Resident Orca,Cascadia,139,3132
2023-12,Southern Resident Orca,Whale Alert,2,35
2024-01,Gray Whale,Cascadia,49,49
2024-01,Gray Whale,Whale Alert,104,399
2024-01,Gray Whale,Whale Alert Mobile,1,6
2024-01,Humpback Whale,Cascadia,58,70
2024-01,Humpback Whale,Whale Alert,12,28
2024-01,Large Baleen Whale,Cascadia,1,1
2024-01,Large Baleen Whale,Whale Alert,2,2
2024-01,Orca,Cascadia,202,1109
2024-01,Orca,Whale Alert,2,3
2024-01,Other Marine Mammals,Cascadia,5,10
2024-01,Other Marine Mammals,Whale Alert,7,19
2024-01,Southern Resident Orca,Cascadia,12,279
2024-02,Dolphins & Porpoises,Whale Alert,3,33
2024-02,Gray Whale,Cascadia,203,245
2024-02,Gray Whale,Whale Alert,62,131
2024-02,Humpback Whale,Whale Alert,1,8
2024-02,Orca,Cascadia,203,1336
2024-02,Orca,Whale Alert,17,65
2024-02,Orca,Whale Alert Mobile,3,16
2024-02,Other Marine Mammals,Cascadia,2,11
2024-02,Other Marine Mammals,Whale Alert,9,28
2024-02,Other Marine Mammals,Whale Alert Mobile,1,30
2024-02,Right Whale,Whale Alert,1,1
2024-02,Southern Resident Orca,Cascadia,104,2512
2024-02,Southern Resident Orca,Whale Alert,2,21
2024-03,Dolphins & Porpoises,Whale Alert,17,68
2024-03,Gray Whale,Cascadia,301,442
2024-03,Gray Whale,Whale Alert,127,315
2024-03,Gray Whale,Whale Alert Mobile,5,7
2024-03,Humpback Whale,Cascadia,4,4
2024-03,Humpback Whale,Whale Alert,2,2
2024-03,Humpback Whale,Whale Alert Mobile,4,5
2024-03,Large Baleen Whale,Cascadia,1,1
2024-03,Orca,Cascadia,383,2626
2024-03,Orca,Whale Alert,37,138
2024-03,Orca,Whale Alert Mobile,15,54
2024-03,Other Marine Mammals,Cascadia,4,6
2024-03,Other Marine Mammals,Whale Alert,16,25
2024-03,Other Marine Mammals,Whale Alert Mobile,11,14
2024-03,Southern Resident Orca,Cascadia,9,225
2024-04,Dolphins & Porpoises,Whale Alert,2,11
2024-04,Gray Whale,Cascadia,148,297
2024-04,Gray Whale,Whale Alert,64,98
2024-04,Gray Whale,Whale Alert Mobile,12,12
2024-04,Humpback Whale,Cascadia,11,12
2024-04,Humpback Whale,Whale Alert,16,21
2024-04,Humpback Whale,Whale Alert Alaska Web,35,45
2024-04,Humpback Whale,Whale Alert Mobile,1,1
2024-04,Large Baleen Whale,Whale Alert,1,1
2024-04,Orca,Cascadia,508,3072
2024-04,Orca,Whale Alert,57,246
2024-04,Orca,Whale Alert Alaska Web,1,20
2024-04,Orca,Whale Alert Mobile,11,40
2024-04,Other Marine Mammals,Cascadia,24,79
2024-04,Other Marine Mammals,Whale Alert,26,50
2024-04,Other Marine Mammals,Whale Alert Alaska Web,35,53
2024-04,Other Marine Mammals,Whale Alert Mobile,8,8
2024-04,Southern Resident Orca,Cascadia,25,580
2024-05,Dolphins & Porpoises,Whale Alert,2,13
2024-05,Dolphins & Porpoises,Whale Alert Mobile,1,2
2024-05,Gray Whale,Cascadia,50,75
2024-05,Gray Whale,Whale Alert,18,25
2024-05,Gray Whale,Whale Alert Mobile,6,10
2024-05,Humpback Whale,Cascadia,34,48
2024-05,Humpback Whale,Whale Alert,81,242
2024-05,Humpback Whale,Whale Alert Alaska Web,236,375
2024-05,Humpback Whale,Whale Alert Mobile,13,15
2024-05,Large Baleen Whale,Cascadia,5,5
2024-05,Large Baleen Whale,Whale Alert,6,10
2024-05,Large Baleen Whale,Whale Alert Alaska Web,20,76
2024-05,Large Baleen Whale,Whale Alert Mobile,4,271
2024-05,Orca,Cascadia,562,2341
2024-05,Orca,Whale Alert,91,273
2024-05,Orca,Whale Alert Alaska Web,17,59
2024-05,Orca,Whale Alert Mobile,29,136
2024-05,Other Marine Mammals,Cascadia,16,66
2024-05,Other Marine Mammals,Whale Alert,37,61
2024-05,Other Marine Mammals,Whale Alert Alaska Web,138,286
2024-05,Other Marine Mammals,Whale Alert Mobile,4,8
2024-05,Other Marine Mammals,oceanalertDefault,1,5
2024-05,Other Whales,Whale Alert Alaska Web,2,2
2024-05,Southern Resident Orca,Cascadia,48,1222
2024-05,Southern Resident Orca,Whale Alert,1,5
2024-06,Dolphins & Porpoises,Whale Alert,4,21
2024-06,Dolphins & Porpoises,Whale Alert Mobile,9,21
2024-06,Gray Whale,Cascadia,3,3
2024-06,Gray Whale,Whale Alert,14,32
2024-06,Gray Whale,Whale Alert Mobile,9,11
2024-06,Humpback Whale,Cascadia,29,36
2024-06,Humpback Whale,Whale Alert,80,153
2024-06,Humpback Whale,Whale Alert Alaska Web,297,625
2024-06,Humpback Whale,Whale Alert Mobile,16,47
2024-06,Large Baleen Whale,Whale Alert,6,10
2024-06,Large Baleen Whale,Whale Alert Alaska Web,15,23
2024-06,Large Baleen Whale,Whale Alert Mobile,2,2
2024-06,Orca,Cascadia,27,140
2024-06,Orca,Whale Alert,79,257
2024-06,Orca,Whale Alert Alaska Web,35,109
2024-06,Orca,Whale Alert Mobile,27,223
2024-06,Other Marine Mammals,Cascadia,1,1
2024-06,Other Marine Mammals,Whale Alert,25,42
2024-06,Other Marine Mammals,Whale Alert Alaska Web,209,429
2024-06,Other Marine Mammals,Whale Alert Mobile,9,16
2024-06,Other Whales,Whale Alert Alaska Web,4,4
2024-06,Southern Resident Orca,Cascadia,48,1300
2024-06,Southern Resident Orca,Whale Alert,1,3
2024-07,Dolphins & Porpoises,Whale Alert,23,71
2024-07,Dolphins & Porpoises,Whale Alert Mobile,13,191
2024-07,Gray Whale,Cascadia,26,38
2024-07,Gray Whale,Whale Alert,30,44
2024-07,Gray Whale,Whale Alert Mobile,4,7
2024-07,Humpback Whale,Cascadia,61,83
2024-07,Humpback Whale,Whale Alert,122,272
2024-07,Humpback Whale,Whale Alert Alaska Web,140,253
2024-07,Humpback Whale,Whale Alert Mobile,53,322
2024-07,Large Baleen Whale,Cascadia,4,4
2024-07,Large Baleen Whale,Whale Alert,11,37
2024-07,Large Baleen Whale,Whale Alert Mobile,8,22
2024-07,Orca,Cascadia,55,449
2024-07,Orca,Whale Alert,102,361
2024-07,Orca,Whale Alert Alaska Web,4,8
2024-07,Orca,Whale Alert Mobile,31,174
2024-07,Other Marine Mammals,Cascadia,5,5
2024-07,Other Marine Mammals,Whale Alert,65,207
2024-07,Other Marine Mammals,Whale Alert Alaska Web,62,216
2024-07,Other Marine Mammals,Whale Alert Mobile,8,28
2024-07,Right Whale,Whale Alert Mobile,2,111
2024-07,Southern Resident Orca,Cascadia,12,300
2024-07,Southern Resident Orca,Whale Alert Mobile,1,5
2024-08,Dolphins & Porpoises,Whale Alert,15,48
2024-08,Dolphins & Porpoises,Whale Alert Mobile,10,21
2024-08,Gray Whale,Cascadia,6,9
2024-08,Gray Whale,Whale Alert,16,21
2024-08,Gray Whale,Whale Alert Mobile,8,12
2024-08,Humpback Whale,Cascadia,58,83
2024-08,Humpback Whale,Whale Alert,220,583
2024-08,Humpback Whale,Whale Alert Alaska Web,2,2
2024-08,Humpback Whale,Whale Alert Mobile,65,251
2024-08,Large Baleen Whale,Cascadia,3,3
2024-08,Large Baleen Whale,Whale Alert,13,24
2024-08,Large Baleen Whale,Whale Alert Mobile,11,70
2024-08,Orca,Cascadia,145,830
2024-08,Orca,Whale Alert,107,364
2024-08,Orca,Whale Alert Mobile,29,98
2024-08,Other Marine Mammals,Cascadia,6,8
2024-08,Other Marine Mammals,Whale Alert,77,248
2024-08,Other Marine Mammals,Whale Alert Mobile,8,86
2024-08,Southern Resident Orca,Cascadia,9,231
2024-08,Southern Resident Orca,Whale Alert,1,1
2024-09,Dolphins & Porpoises,Whale Alert,24,83
2024-09,Dolphins & Porpoises,Whale Alert Mobile,9,63
2024-09,Dolphins & Porpoises,oceanalertDefault,4,6
2024-09,Gray Whale,Whale Alert,13,18
2024-09,Humpback Whale,Cascadia,45,57
2024-09,Humpback Whale,Whale Alert,193,490
2024-09,Humpback Whale,Whale Alert Mobile,52,110
2024-09,Large Baleen Whale,Cascadia,5,5
2024-09,Large Baleen Whale,Whale Alert,9,14
2024-09,Large Baleen Whale,Whale Alert Mobile,3,4
2024-09,Orca,Cascadia,265,1302
2024-09,Orca,Whale Alert,70,220
2024-09,Orca,Whale Alert Mobile,25,75
2024-09,Other Marine Mammals,Cascadia,10,39
2024-09,Other Marine Mammals,Whale Alert,58,135
2024-09,Other Marine Mammals,Whale Alert Mobile,13,89
2024-09,Southern Resident Orca,Cascadia,18,301
2024-09,Southern Resident Orca,Whale Alert,3,4
2024-10,Dolphins & Porpoises,Whale Alert,10,40
2024-10,Dolphins & Porpoises,Whale Alert Mobile,1,4
2024-10,Gray Whale,Whale Alert,8,16
2024-10,Gray Whale,Whale Alert Mobile,2,4
2024-10,Humpback Whale,Cascadia,14,16
2024-10,Humpback Whale,Whale Alert,145,377
2024-10,Humpback Whale,Whale Alert Mobile,18,45
2024-10,Large Baleen Whale,Cascadia,4,6
2024-10,Large Baleen Whale,Whale Alert,4,8
2024-10,Large Baleen Whale,Whale Alert Mobile,1,1
2024-10,Orca,Cascadia,264,1366
2024-10,Orca,Whale Alert,56,206
2024-10,Orca,Whale Alert Mobile,20,77
2024-10,Other Marine Mammals,Cascadia,4,32
2024-10,Other Marine Mammals,Whale Alert,18,48
2024-10,Other Marine Mammals,Whale Alert Mobile,3,8
2024-10,Right Whale,Whale Alert Mobile,1,24
2024-10,Southern Resident Orca,Cascadia,337,8317
2024-10,Southern Resident Orca,Whale Alert,5,42
2024-11,Dolphins & Porpoises,Whale Alert,1,2
2024-11,Dolphins & Porpoises,Whale Alert Mobile,1,1
2024-11,Gray Whale,Cascadia,5,5
2024-11,Gray Whale,Whale Alert,3,4
2024-11,Gray Whale,Whale Alert Mobile,1,1
2024-11,Humpback Whale,Cascadia,56,102
2024-11,Humpback Whale,Whale Alert,18,33
2024-11,Humpback Whale,Whale Alert Mobile,6,19
2024-11,Large Baleen Whale,Cascadia,6,9
2024-11,Large Baleen Whale,Whale Alert,3,3
2024-11,Orca,Cascadia,165,1060
2024-11,Orca,Whale Alert,32,96
2024-11,Orca,Whale Alert Mobile,7,26
2024-11,Other Marine Mammals,Cascadia,10,41
2024-11,Other Marine Mammals,Whale Alert,16,38
2024-11,Other Marine Mammals,Whale Alert Mobile,1,1
2024-11,Southern Resident Orca,Cascadia,507,15303
2024-11,Southern Resident Orca,Whale Alert,7,73
2024-11,Southern Resident Orca,Whale Alert Mobile,1,8
2024-12,Dolphins & Porpoises,Whale Alert Mobile,1,2
2024-12,Gray Whale,Cascadia,77,78
2024-12,Gray Whale,Whale Alert,24,77
2024-12,Gray Whale,Whale Alert Mobile,2,2
2024-12,Humpback Whale,Cascadia,7,7
2024-12,Humpback Whale,Whale Alert,47,100
2024-12,Orca,Cascadia,159,855
2024-12,Orca,Whale Alert,30,148
2024-12,Orca,Whale Alert Mobile,11,76
2024-12,Other Marine Mammals,Cascadia,11,240
2024-12,Other Marine Mammals,Whale Alert,8,14
2024-12,Other Marine Mammals,Whale Alert Mobile,1,1
2024-12,Southern Resident Orca,Cascadia,211,6318
2024-12,Southern Resident Orca,Whale Alert,1,4
2025-01,Dolphins & Porpoises,Whale Alert,4,28
2025-01,Gray Whale,Cascadia,111,149
2025-01,Gray Whale,Whale Alert,41,94
2025-01,Humpback Whale,Cascadia,1,1
2025-01,Humpback Whale,Whale Alert,2,4
2025-01,Orca,Cascadia,31,204
2025-01,Orca,Whale Alert,11,58
2025-01,Orca,Whale Alert Mobile,6,11
2025-01,Other Marine Mammals,Cascadia,14,190
2025-01,Other Marine Mammals,Whale Alert,7,19
2025-01,Other Marine Mammals,Whale Alert Mobile,1,4
2025-01,Southern Resident Orca,Cascadia,119,3934
